文件路径,组件类型,父组件,导入的API函数,URL,说明,来自子组件,子组件路径,导入的组件,是否有API调用
"lxclasslist","1级路由","","getXsInfo","/xjgl/v3/xjXsxxJcxx/getXsInfo","getXsInfo","zhcx","/views/modules/xjgl/xszhcx-teacher/zhcx.vue","index, zhcx","是"
"lxclasslist","1级路由","","getXsQxjXsAndXjzt","/xjgl/v3/xjZhcxQxj/getXsQxjXsAndXjzt","getXsQxjXsAndXjzt","zhcx","/views/modules/xjgl/xszhcx-teacher/zhcx.vue","index, zhcx","是"
"lxclasslist","1级路由","","getXsJjlfxByXsId","/xjgl/v3/xjZhcxJjlfx/getXsJjlfxByXsId","getXsJjlfxByXsId","zhcx","/views/modules/xjgl/xszhcx-teacher/zhcx.vue","index, zhcx","是"
"lxclasslist","1级路由","","getKnsByXsId","/xjgl/v3/xjZhcxKns/getKnsByXsId","getKnsByXsId","zhcx","/views/modules/xjgl/xszhcx-teacher/zhcx.vue","index, zhcx","是"
"lxclasslist","1级路由","","getZxjByXsId","/xjgl/v3/xjZhcxZxj/getZxjByXsId","getZxjByXsId","zhcx","/views/modules/xjgl/xszhcx-teacher/zhcx.vue","index, zhcx","是"
"lxclasslist","1级路由","","getJxjByXsId","/xjgl/v3/xjZhcxJxj/getJxjByXsId","getJxjByXsId","zhcx","/views/modules/xjgl/xszhcx-teacher/zhcx.vue","index, zhcx","是"
"lxclasslist","1级路由","","getRychByXsId","/xjgl/v3/xjZhcxRych/getRychByXsId","getRychByXsId","zhcx","/views/modules/xjgl/xszhcx-teacher/zhcx.vue","index, zhcx","是"
"lxclasslist","1级路由","","getWjcfByXsId","/xjgl/v3/xjZhcxWjcf/getWjcfByXsId","getWjcfByXsId","zhcx","/views/modules/xjgl/xszhcx-teacher/zhcx.vue","index, zhcx","是"
"lxclasslist","1级路由","","getZhcpByXsId","/xjgl/v3/xjZhcxZhcp/getZhcpByXsId","getZhcpByXsId","zhcx","/views/modules/xjgl/xszhcx-teacher/zhcx.vue","index, zhcx","是"
"lxclasslist","1级路由","","getXsxycjByXsId","/xjgl/v3/xjXsxxXsxycj/getXsxycjByXsId","getXsxycjByXsId","zhcx","/views/modules/xjgl/xszhcx-teacher/zhcx.vue","index, zhcx","是"
"lxclasslist","1级路由","","getQgzxByXsId","/xjgl/v3/xjZhcxQgzx/getQgzxByXsId","getQgzxByXsId","zhcx","/views/modules/xjgl/xszhcx-teacher/zhcx.vue","index, zhcx","是"
"lxclasslist","1级路由","","queryXsgbrz","/xjgl/v3/xjXsxxXsgbrz/query","queryXsgbrz","zhcx","/views/modules/xjgl/xszhcx-teacher/zhcx.vue","index, zhcx","是"
"lxclasslist","1级路由","","getXsYktxfTj","/xjgl/v3/xjXsxxXsyktxfxx/getXsYktxfTj","getXsYktxfTj","zhcx","/views/modules/xjgl/xszhcx-teacher/zhcx.vue","index, zhcx","是"
"leaveSchool","1级路由","lxclasslist","getSxbl","/lxgl/v3/xgLxglSxbl/getSxbl","getSxbl","","","stu-departureForm","是"
"leaveSchool","1级路由","lxclasslist","saveHandle","/lxgl/v3/xgLxglSxbl/handle","saveHandle","stu-departureForm","/views/modules/lxgl/components/stu-departureForm.vue","stu-departureForm","是"
"leaveSchool","1级路由","lxclasslist","getStudentInfoById","/jczy/v3/xgJczyXs0101/queryStudentInfo","getStudentInfoById","stu-departureForm","/views/modules/lxgl/components/stu-departureForm.vue","stu-departureForm","是"
"xlzx","1级路由","","getDqXnxq","/jczy/v3/xgJczyXnxq01/getDqXnxq","getDqXnxq","","","dialog, qz-template-list-dialog, xlzxpbyy, xlzxsjjList","是"
"xlzx","1级路由","","queryPbapDateListNew","/xljk/v3/xgXljkXlzxpb/findXnxqXlzxpbNew","表格数据摸排总报表export function queryMpSumForm(params = {}) {return request({url: Base_URL + '/xgXljkXlzxbybb/findXymptjByYe',method: 'post',data: params})}心理咨询排班","","","dialog, qz-template-list-dialog, xlzxpbyy, xlzxsjjList","是"
"xlzx","1级路由","","queryPbWeek","/xljk/v3/xgXljkXlzxpb/findXnxqpbzcmx","queryPbWeek","","","dialog, qz-template-list-dialog, xlzxpbyy, xlzxsjjList","是"
"xlzx","1级路由","","queryPbTimeRange","/xljk/v3/xgXljkXlzxsjdsz/findXnxqsjdlb","queryPbTimeRange","","","dialog, qz-template-list-dialog, xlzxpbyy, xlzxsjjList","是"
"xlzx","1级路由","","getFormData","/business/v3/form/def/getFormData","通过formkey获取表单定义数据@param {} paramsexport function getFormDataByFormKey(params) {return request({url: FORM_URL() + '/form/def/getFormDataByFormKey',method: 'get',params})}获取表单定义数据@param {} params","dialog","/business/platform/data/form/dialog.vue","dialog, qz-template-list-dialog, xlzxpbyy, xlzxsjjList","是"
"xlzx","1级路由","","saveFormData","/business/v3/data/template/saveFormData/vo","通过key，获取关联的数据@param {} dataexport function queryLinkageData(data, isLoading = true) {return request({url: DATA_URL() + '/data/template/queryLinkageData',method: 'post',data,isLoading})}保存表单数据@param {}","dialog","/business/platform/data/form/dialog.vue","dialog, qz-template-list-dialog, xlzxpbyy, xlzxsjjList","是"
"xlzx","1级路由","","startFlowFromEdit","/business/v3/bpm/instance/startFlowFromEdit","启动自定义流程按钮【列表】@param {} paramsexport function startFlowFromList(params) {return request({url: BPMN_URL() + '/bpm/instance/startFlowFromList',method: 'post',isLoading: true,params: params})}启动自定义流程按钮【编辑","dialog","/business/platform/data/form/dialog.vue","dialog, qz-template-list-dialog, xlzxpbyy, xlzxsjjList","是"
"xlzx","1级路由","","queryPageList","/business/v3/bpm/definition/query","查询列表数据@param {} params","dialog","/business/platform/data/form/dialog.vue","dialog, qz-template-list-dialog, xlzxpbyy, xlzxsjjList","是"
"xlzx","1级路由","","queryByFormKey","/business/v3/bpm/definition/queryByFormKey","查询列表数据@param {} paramsexport function queryPageList(params) {return request({url: BPMN_URL() + '/bpm/definition/query',method: 'post',data: params})}根据表单key获取列表数据@param {} params","dialog","/business/platform/data/form/dialog.vue","dialog, qz-template-list-dialog, xlzxpbyy, xlzxsjjList","是"
"xlzx","1级路由","","queryDataByKey","/business/v3/data/template/queryDataByKey","通过Key获取数据@param {} paramsexport function getBuildDataByKey(params) {return request({url: DATA_URL() + '/data/template/getBuildDataByKey',method: 'get',params: params})}获取列表数据@param {} params","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","dialog, qz-template-list-dialog, xlzxpbyy, xlzxsjjList","是"
"xlzx","1级路由","","removeFormData","/business/v3/data/template/removeFormData","保存表单数据@param {} paramsexport function saveFormData(params) {return request({url: DATA_URL() + '/data/template/saveFormData/vo',method: 'post',isLoading: true,data: params})}删除表单数据@param {} params","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","dialog, qz-template-list-dialog, xlzxpbyy, xlzxsjjList","是"
"xlzx","1级路由","","startFlowFromList","/business/v3/bpm/instance/startFlowFromList","启动流程-选择人员或路径@param {} paramsexport function startOutgoing(params) {return request({url: BPMN_URL() + '/bpm/instance/startOutgoing',method: 'post',isLoading: true,data: params})}启动自定义流程按钮【列表】@param {} ","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","dialog, qz-template-list-dialog, xlzxpbyy, xlzxsjjList","是"
"xlzx","1级路由","","getByDefKey","/business/v3/bpm/definition/getByDefKey","获取数据@param {} paramsexport function get(params) {return request({url: BPMN_URL() + '/bpm/definition/get',method: 'get',params: params})}通过流程定义Key获取数据@param {} params","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","dialog, qz-template-list-dialog, xlzxpbyy, xlzxsjjList","是"
"xlzx","1级路由","","findByTypeKey","/platform/v3/cat/dictionary/findByTypeKey","findByTypeKey","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","dialog, qz-template-list-dialog, xlzxpbyy, xlzxsjjList","是"
"xlzx","1级路由","","getAreaData","/platform/v3/cat/area/getData","getAreaData","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","dialog, qz-template-list-dialog, xlzxpbyy, xlzxsjjList","是"
"xlzx","1级路由","","findByTypeKey","/platform/v3/cat/dictionary/findByTypeKey","findByTypeKey","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","dialog, qz-template-list-dialog, xlzxpbyy, xlzxsjjList","是"
"xlzx","1级路由","","get","/platform/v3/employee/get","获取数据@param {} params","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","dialog, qz-template-list-dialog, xlzxpbyy, xlzxsjjList","是"
"xlzx","1级路由","","get","/platform/v3/org/get","获取数据@param {} params","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","dialog, qz-template-list-dialog, xlzxpbyy, xlzxsjjList","是"
"xlzx","1级路由","","get","/platform/v3/position/get","获取数据@param {} params","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","dialog, qz-template-list-dialog, xlzxpbyy, xlzxsjjList","是"
"xlzx","1级路由","","get","/platform/v3/role/get","获取数据@param {} params","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","dialog, qz-template-list-dialog, xlzxpbyy, xlzxsjjList","是"
"xlzx","1级路由","","get","/platform/v3/file/attachment/get","删除数据@param {} paramsexport function remove(params) {return request({url: SYSTEM_URL() + '/file/attachment/remove',method: 'post',isLoading: true,params: params})}获取数据@param {} params","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","dialog, qz-template-list-dialog, xlzxpbyy, xlzxsjjList","是"
"xlzx","1级路由","","transfer","/platform/v3/file/attachment/transfer","获取数据@param {} paramsexport function get(params) {return request({url: SYSTEM_URL() + '/file/attachment/get',method: 'get',params})}获取数据(通过ID转换为名称)@param {} params","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","dialog, qz-template-list-dialog, xlzxpbyy, xlzxsjjList","是"
"xlzx","1级路由","","queryDataById","/business/v3/data/template/queryDataById","获取列表数据@param {} paramsexport function queryDataTable(params, isLoading = true) {return request({url: DATA_URL() + '/data/template/queryDataTable',method: 'post',data: params,isLoading})}通过id，获取关联的数据@p","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","dialog, qz-template-list-dialog, xlzxpbyy, xlzxsjjList","是"
"xlzx","1级路由","","queryDataByKey","/business/v3/data/template/queryDataByKey","通过Key获取数据@param {} paramsexport function getBuildDataByKey(params) {return request({url: DATA_URL() + '/data/template/getBuildDataByKey',method: 'get',params: params})}获取列表数据@param {} params","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","dialog, qz-template-list-dialog, xlzxpbyy, xlzxsjjList","是"
"xlzx","1级路由","","findByTypeKey","/platform/v3/cat/dictionary/findByTypeKey","findByTypeKey","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","dialog, qz-template-list-dialog, xlzxpbyy, xlzxsjjList","是"
"xlzx","1级路由","","get","/platform/v3/file/attachment/get","删除数据@param {} paramsexport function remove(params) {return request({url: SYSTEM_URL() + '/file/attachment/remove',method: 'post',isLoading: true,params: params})}获取数据@param {} params","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","dialog, qz-template-list-dialog, xlzxpbyy, xlzxsjjList","是"
"xlzx","1级路由","","remove","/platform/v3/file/attachment/remove","查询列表数据@param {} paramsexport function queryPageList(params) {return request({url: SYSTEM_URL() + '/file/attachment/query',method: 'post',data: params})}删除数据@param {} params","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","dialog, qz-template-list-dialog, xlzxpbyy, xlzxsjjList","是"
"xlzx","1级路由","","transfer","/platform/v3/file/attachment/transfer","获取数据@param {} paramsexport function get(params) {return request({url: SYSTEM_URL() + '/file/attachment/get',method: 'get',params})}获取数据(通过ID转换为名称)@param {} params","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","dialog, qz-template-list-dialog, xlzxpbyy, xlzxsjjList","是"
"xlzx","1级路由","","uploadFile","/platform/v3/file/upload","文件上传@param {} file@param {} uploadFileVo","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","dialog, qz-template-list-dialog, xlzxpbyy, xlzxsjjList","是"
"xlzx","1级路由","","queryPageList","/platform/v3/file/attachment/query","查询列表数据@param {} params","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","dialog, qz-template-list-dialog, xlzxpbyy, xlzxsjjList","是"
"xlzx","1级路由","","findByCategoryKey","/platform/v3/cat/type/findByCategoryKey","根据分类组键获取分类信息@param {} paramsexport function findTreeData(params) {return request({url: CAT_URL() + '/cat/type/findTreeData',method: 'get',params})}根据分类组键获取分类信息@param {} params","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","dialog, qz-template-list-dialog, xlzxpbyy, xlzxsjjList","是"
"xlzx","1级路由","","load","/platform/v3/employee/load","获取数据@param {} paramsexport function get(params, isLoading = false) {return request({url: ORG_URL() + '/employee/get',method: 'get',params,isLoading})}获取数据@param {} params","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","dialog, qz-template-list-dialog, xlzxpbyy, xlzxsjjList","是"
"xlzx","1级路由","","transfer","/business/v3/data/template/transfer","获取数据@param {} paramsexport function get(params) {return request({url: DATA_URL() + '/data/template/get',method: 'get',params: params})}获取数据(通过ID转换为名称)@param {} params","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","dialog, qz-template-list-dialog, xlzxpbyy, xlzxsjjList","是"
"xlzx","1级路由","","queryDataById","/business/v3/data/template/queryDataById","获取列表数据@param {} paramsexport function queryDataTable(params, isLoading = true) {return request({url: DATA_URL() + '/data/template/queryDataTable',method: 'post',data: params,isLoading})}通过id，获取关联的数据@p","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","dialog, qz-template-list-dialog, xlzxpbyy, xlzxsjjList","是"
"xlzx","1级路由","","getScriptValue","/business/v3/form/def/getScriptValue","获取goovry脚本的值@param {} params","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","dialog, qz-template-list-dialog, xlzxpbyy, xlzxsjjList","是"
"xlzx","1级路由","","getFormData","/business/v3/form/def/getFormData","通过formkey获取表单定义数据@param {} paramsexport function getFormDataByFormKey(params) {return request({url: FORM_URL() + '/form/def/getFormDataByFormKey',method: 'get',params})}获取表单定义数据@param {} params","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","dialog, qz-template-list-dialog, xlzxpbyy, xlzxsjjList","是"
"xlzx","1级路由","","saveFormData","/business/v3/data/template/saveFormData/vo","通过key，获取关联的数据@param {} dataexport function queryLinkageData(data, isLoading = true) {return request({url: DATA_URL() + '/data/template/queryLinkageData',method: 'post',data,isLoading})}保存表单数据@param {}","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","dialog, qz-template-list-dialog, xlzxpbyy, xlzxsjjList","是"
"xlzx","1级路由","","startFlowFromEdit","/business/v3/bpm/instance/startFlowFromEdit","启动自定义流程按钮【列表】@param {} paramsexport function startFlowFromList(params) {return request({url: BPMN_URL() + '/bpm/instance/startFlowFromList',method: 'post',isLoading: true,params: params})}启动自定义流程按钮【编辑","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","dialog, qz-template-list-dialog, xlzxpbyy, xlzxsjjList","是"
